Index,dry_DC,wet_DC,SNR
368,-1.3597309944657354e-09,3.437744533485443e-09,0.8729047775268555
369,-1.7764978377243779e-10,4.569999934034286e-09,-2.1810288429260254
370,-4.451721768994332e-10,1.423992257443274e-09,-2.007662296295166
371,1.3662502240663343e-09,-7.549533775907946e-10,-2.1390774250030518
372,3.18512327623921e-10,-8.768402115499896e-10,-4.842589378356934
373,5.606561881421612e-10,-3.4773256496478666e-10,-2.6909782886505127
374,8.00006116907781e-10,-3.1436793168637678e-09,-2.7848033905029297
375,-7.599592066753758e-10,1.1411029898766856e-09,-0.5004320740699768
376,-1.2572854979353565e-09,-7.506459898110052e-10,-3.2210583686828613
377,-8.784700189501393e-10,3.740540766017375e-09,-2.6970627307891846
378,-1.104548563723995e-09,2.0862789273934368e-09,-2.3920040130615234
379,1.3913958873956744e-09,4.5346095767229144e-09,1.919932246208191
380,-1.876614974527513e-10,-2.581626246112023e-09,-0.8555347919464111
381,2.4372712736919766e-09,1.6510021128013364e-09,-0.6565260887145996
382,9.580981147339074e-11,4.787580054621543e-11,-1.0192539691925049
383,6.682239206412532e-10,2.0219013130429175e-09,-2.2221193313598633
384,-2.738088367149061e-10,-3.551831606607436e-10,2.087782382965088
385,6.471527758122875e-10,2.9449001015535714e-09,-0.5106749534606934
386,1.5655532425995489e-09,7.043127192574161e-11,-3.313483238220215
387,-6.277114383834714e-10,1.4877878096175579e-10,-1.5285639762878418
